address,area,city,state,country,hotel_star_rating,pageurl,property_name,property_type,site_review_rating
"8484,arya nagar,arakashan road,paharganj,new delhi-55",Paharganj,Delhi,Delhi,India,0,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/1442359691704623814/na/hq/,HOTEL PRIYA PALACE,Hotel,
"5/25, W.E.A.Main Ajmal Khan Road, Near Punjab Sweet corner",Karol Bagh Area,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/8437534562614662188/na/hq/,Hotel Paras International,Hotel,3.6
"Mhow Neemuch Road, Pithampur, Dhar - 454775, Near Neha Cinema Hall, Sector -1",Mhow Neemuch Road,Dhar,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Dhar/hn/5504736658791326463/2606929204992245520/na/hq/,HOTEL PARADISE,Hotel,
Sadar Bazar,Gandhi Chowk Area,Ranikhet,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Ranikhet/hn/1806671481785564467/6412978177360145059/na/hq/,Hotel Rajdeep,Hotel,2.3
"Tin Batti, Jamnagar",Bedi Gate Road,Jamnagar,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Jamnagar/hn/2990227504820572234/8365358565641309155/na/hq/,Hotel Punit,Hotel,3.9
New Marine Drive Road,Marine Drive,Puri,Orissa,India,0,http://www.goibibo.com/hotels/detail/Puri/hn/762718351731814005/2038629946925665353/na/hq/,Hotel Pabhupada,Hotel,3.6
"sco.21,near old PNB,Sec.45-A,Burail",Sector 45,Chandigarh,Punjab,India,2,http://www.goibibo.com/hotels/detail/Chandigarh/hn/1490240556082995568/8890839199808285786/na/hq/,Hotel Paras,Hotel,
CHANGSPA,Changspa,Leh,Jammu and Kashmir,India,0,http://www.goibibo.com/hotels/detail/Leh/hn/5128830462161340517/7702123764498477304/na/hq/,Hotel Panorama,Hotel,4.3
"Vikas Colony, Buddhi Vihar,","Vikas Colony, Buddhi Vihar",Moradabad,Uttar Pradesh,India,1,http://www.goibibo.com/hotels/detail/Moradabad/hn/3692966613800792872/591758971646601365/na/hq/,Hotel Park Square,Hotel,1
"Aleo New Manali, Manali, Himachal Pradesh",Others,Manali,Himachal Pradesh,India,2,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/799868981703858002/na/hq/,Hotel Prince,Hotel,
"115,Parklane, secunderabad",Secunderabad,Hyderabad,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/2659208393333745677/na/hq/,HOTEL PARKLANE,Hotel,3.6
"Bank Of Baroda Building, Nandani Road, Power House, Bhilai - 490001	(Map)",Power House,Bhilai,Chhattisgarh,India,1,http://www.goibibo.com/hotels/detail/Bhilai/hn/7384305668762144446/8254508101343247479/na/hq/,HOTEL PRINCE,Hotel,3.6
"Hotel Rajdoot,  Yagnik Road, Near Race Course,",Yagnik Road,Rajkot,Gujarat,India,3,http://www.goibibo.com/hotels/detail/Rajkot/hn/7030802527799619237/3342817066561497772/na/hq/,Hotel Rajdoot,Hotel,4
"plot no 11 ,adarsh nagar",Sri Ganganagar,Sri Ganganagar,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Sri Ganganagar/hn/7162158617273735194/3771418229352006326/na/hq/,Hotel Plaza,Hotel,5
"Near Bus Stand Akole,Tal-Akole,Dist-Ahmednagar",Bus Stand,Ahmednagar,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Ahmednagar/hn/759204563582051490/2993157040015088136/na/hq/,Hotel Prashant,Hotel,4
"Sager Market, Pottery Street, Jamnagar Ho, Jamnagar",Bedi Gate Road,Jamnagar,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Jamnagar/hn/2990227504820572234/1979314427295667493/na/hq/,Hotel Rajdhani,Hotel,
National Highway 8 A Near Sitaram Chamber Morbi 2,National Highway 8A,Morbi,Gujarat,India,1,http://www.goibibo.com/hotels/detail/Morbi/hn/8531493646888892208/2213473851801059634/na/hq/,Hotel Radhe Palace,Hotel,5
"Opp Jaisalmer Railway Station,Indira Colony, Jaisalmer,",Others,Jaisalmer,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/4157289822013081589/na/hq/,Hotel Pusp Mahal,Hotel,
8467 Arya Nagar Paharganj Delhi,Paharganj,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/8207671167336874724/na/hq/,Hotel Raj Deluxe,Hotel,
"Eeast Raja Street, Mamallapuram",East Raja Street,Mahabalipuram,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Mahabalipuram/hn/3838050502826668196/7757829735746310125/na/hq/,Hotel Pallava Dynasty,Hotel,
"Junction Road, Near K R Degree College, Junction Road, Mathura, Uttar Pradesh",Kosi,Mathura,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Mathura/hn/33265771996272232/9082022382978992613/na/hq/,Hotel Pyare Mohan,Hotel,
"Park View Lodge No,105, A 2, Chinnasamy St, Near Rajagopal Park",Other,Dharmapuri,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Dharmapuri/hn/5823126928362299128/8542908984464221213/na/hq/,Hotel Park View,Hotel,
old railway road gurgaon,Old Gurgaon,Gurgaon,Haryana,India,0,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/4546864038140513639/na/hq/,Hotel Raj Mahal,Hotel,
"41/1 F Sarat Bose Road, Kolkata",Bhawanipur,Kolkata,West Bengal,India,3,http://www.goibibo.com/hotels/detail/Kolkata/hn/2066465017672827882/1145134896522667346/na/hq/,Hotel Panasia Continental,Hotel,3.9
"22/70, 1and 2 , Bliss Villa Road, Post Office Road",Lake Area,Kodaikanal,Tamil Nadu,India,3,http://www.goibibo.com/hotels/detail/Kodaikanal/hn/444516582436447369/2035694613131008565/na/hq/,Hotel Pleasant Stay - La Flora,Hotel,3.8
"P. B. No. 110,Opposite Govt.Secretariat, M. G. Road, Trivandrum - 695 001, Kerala - South India.",Statue,Thiruvananthapuram,Kerala,India,3,http://www.goibibo.com/hotels/detail/Thiruvananthapuram/hn/3877384277955108166/9017521909778783608/na/hq/,Hotel Pankaj,Hotel,3.6
"Near Panchayat samiti, Mahabaleshwar, Satara",Main Town,Mahabaleshwar,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Mahabaleshwar/hn/7813632526399525655/2623176364980959016/na/hq/,Hotel Rahi Plaza,Hotel,3.5
"Dolphin Chambers, Opposite Bank of Baroda, Cloth Market, Pandri, Raipur",Pandri,Raipur,Chhattisgarh,India,1,http://www.goibibo.com/hotels/detail/Raipur/hn/7802292548766851295/7747983743181571619/na/hq/,Hotel Puneet International,Hotel,3.8
"DNO - 31-32-46,opp JYOTHI THEATER LADIES GATE , DABAGARDEN,Visakhapatnam (Vizag), A P,India",Daba Garden,Visakhapatnam,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Visakhapatnam/hn/4436410759289535020/5142388296621990772/na/hq/,Hotel Pydhi Grand,Hotel,
"Residency Road,Jammu",Residency Road,Jammu,Jammu and Kashmir,India,0,http://www.goibibo.com/hotels/detail/Jammu/hn/4423277054610635307/6928896258544678345/na/hq/,Hotel Premier,Hotel,3.8
"Crystal It Park, University Area, Khandwa Road, Ring Road, Indore",Khandwa Road,Indore,Madhya Pradesh,India,1,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/5960403051760846234/na/hq/,Hotel Raghav Palace,Hotel,
"Railway Road ,Near Union Bank Tohana,",Tohana,Fatehabad,Haryana,India,0,http://www.goibibo.com/hotels/detail/Fatehabad/hn/7818812761473828361/7186512102194379872/na/hq/,HOTEL PARAS,Hotel,5
"8408-8409,D.B. Gupta Road, Paharganj, Pahar Ganj, New Delhi and NCR, India 110055",Paharganj,Delhi,Delhi,India,0,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/3766917934958363138/na/hq/,Hotel Presidency,Hotel,2
"Door No 4/590 and 591, Sannathi Street, Srikalahasti Ho, Srikalahasti  Beside Eshwar Temple","Opp Srikalahsteeswara Swamivari Devastanam, Sannidhi Street",Srikalahasti,Andhra Pradesh,India,1,http://www.goibibo.com/hotels/detail/Srikalahasti/hn/7526624291853629500/569059269661620522/na/hq/,Hotel Prakash Park,Hotel,
Circular Road Anup Service station Petrol Pump Mythe Estate Upper Kaithu near Tarahall School Shimla,Main Town,Shimla,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/1700844874317530146/na/hq/,Hotel Pineview shimla,Hotel,4
"2nd Floor, Sharda Shopping Centre, Opp. Kothawala Flats, Ellisbridge,",Ellis Bridge Area,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/765990931841276113/na/hq/,Hotel Palliate,Hotel,
"75/2 Rajpur Road, Opp. Water Works",Rajpur Road,Dehradun,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Dehradun/hn/1501602052591489281/4650247729424293021/na/hq/,Hotel Raj Deluxe,Hotel,3.2
"Plot No 22 and 35, Shiravane, Opp. D.Y Patil College, Behind Petrol Pump, Sector - 1, Nerul,",Navi Mumbai Area,Navi Mumbai,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Navi Mumbai/hn/1914808440588557366/6571896983979757945/na/hq/,Hotel Pooja Heritage,Hotel,3.7
204  E NEW SHAHUPURI,New Shahupuri,Kolhapur,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Kolhapur/hn/3931060669256740310/6677980682152436023/na/hq/,HOTEL PEARL,Hotel,4.6
"Panni LAL Chowk, Satna HO, Satna - 485001, Near Railway Station",Railway Station,Satna,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Satna/hn/1531433990938176128/1416769919665335662/na/hq/,Hotel Paradise,Hotel,4.5
Inside main bus stand hanuman garh town,Hanumangarh Town,Hanumangarh,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Hanumangarh/hn/4836716017864072672/1015366572263062720/na/hq/,HOTEL RAJEEV,Hotel,4.3
"Opp. House No.1664,C-Block, Shushant Lok, Phase - 1,",Sushant Lok,Gurgaon,Haryana,India,3,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/334226570058930337/na/hq/,Hotel Queens Residency,Hotel,3.8
"No- 456 Shahabaug Pune-Mahabaleshwar road ,wai",Wai,Wai,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Wai/hn/7696873600725111734/4462309578174100487/na/hq/,Hotel Rajatsagar Executive,Hotel,
"A-11, Meera Market",H.P.O.,Chittaurgarh,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Chittaurgarh/hn/5885060592626219663/4613796858611990625/na/hq/,Hotel Pandit,Hotel,2
"H#169, NH 31A, Vishal Gaon,Sikkim",National Highway - 31-A,Gangtok,Sikkim,India,0,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/6804967133809099529/na/hq/,HOTEL PARASOL,Hotel,
Laripora Pahalgam,Laripora,Pahalgam,Jammu and Kashmir,India,3,http://www.goibibo.com/hotels/detail/Pahalgam/hn/8690604689099662109/8185774848916421481/na/hq/,Hotel Premier,Hotel,3.6
"New Adgoan Naka, Near Aurangabad Naka, Mumbai Agra Road, Panchvati, Nashik.",Mumbai Agra Road,Nashik,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Nashik/hn/7271871476923194551/3959326073529237662/na/hq/,Hotel Palms Residency,Hotel,4.1
"8 Queen's Road, Amritsar",Golden Temple Area,Amritsar,Punjab,India,3,http://www.goibibo.com/hotels/detail/Amritsar/hn/6979104682588772672/6355988249272725377/na/hq/,HOTEL POPULAR,Hotel,4.4
"E-2/18, Arera Colony, Bhopal",Arera Colony Bhopal,Bhopal,Madhya Pradesh,India,1,http://www.goibibo.com/hotels/detail/Bhopal/hn/1309705427222288830/4816431269430928453/na/hq/,Hotel Pukhraj,Hotel,
"Patel Road, Pachmarhi, Madhya Pradesh",Main Town,Pachmarhi,Madhya Pradesh,India,3,http://www.goibibo.com/hotels/detail/Pachmarhi/hn/2923185722879244397/5085271532249667323/na/hq/,Hotel Park View,Hotel,3.4
"Turanga, Angul",Turanga,Angul,Orissa,India,2,http://www.goibibo.com/hotels/detail/Angul/hn/5251856231848462803/2416788345939735320/na/hq/,Hotel Prasanti,Hotel,
b/h rto office railway station road aurangabad,Railway Station Road,Aurangabad,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Aurangabad/hn/3546476842016126643/6094930860971562843/na/hq/,Hotel Padmavati,Hotel,
"Barmer-Pokran Link Road, Indra Colony",BARMER ROAD,Jaisalmer,Rajasthan,India,2,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/3241339446892943281/na/hq/,Hotel Pithla Heritage,Hotel,
VIP Road to Taj Mahal,Fatehabad Road,Agra,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Agra/hn/2049835366479118179/647942464460133207/na/hq/,Hotel Pushp Villa,Hotel,3.7
30.kidwai nager .nr.raodways bus stand.biside ICICI-BANK.chittorgarh.(raj)312001,H.P.O.,Chittaurgarh,Rajasthan,India,3,http://www.goibibo.com/hotels/detail/Chittaurgarh/hn/5885060592626219663/3553045757973764712/na/hq/,Hotel President,Hotel,1.8
"16 Vanasthali Marg,Vanasthali Marg, near Bus Stand",Station Area/Sindhi Camp,Jaipur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/4902732741754343206/na/hq/,Hotel Purohit,Hotel,3.1
"PC14, Razack Garden Main Road, MMDA Colony, Arumbakkam",Koyambedu,Chennai,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/8658148842874785231/na/hq/,HOTEL POIGAI,Hotel,
"Bhiwadi Alwar Road, Opp. Honda Two Wheeler Plant, Tapukada, Bhiwadi, Alwar, Rajasthan, India",Aalwar Bypass Road,Bhiwadi,Rajasthan,India,3,http://www.goibibo.com/hotels/detail/Bhiwadi/hn/7188225528769381636/6463729688613713453/na/hq/,Hotel Pawan Putra,Hotel,3.7
"L.G.C, 17 1/1, Indira Nagar, Near Maharashtra Kanta, L.B.S. Marg, Kurla (West), Mumbai - 400070",Bandra-Kurla,Mumbai,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/1407688332677806594/na/hq/,Hotel Palace Residency,Hotel,4
"Rugnath road ,Opposite ioc Petrol Pump,beyt dwarka okha, Gandhi Nagari, Okha",National Highway,Dwarka,Gujarat,India,2,http://www.goibibo.com/hotels/detail/Dwarka/hn/8369616161009722573/6881604898477856271/na/hq/,Hotel Radhe,Hotel,4.4
"Gopal Ballav Road, Sea Beach, Puri, Odisha",Marine Drive,Puri,Orissa,India,3,http://www.goibibo.com/hotels/detail/Puri/hn/762718351731814005/4556065597582029410/na/hq/,Hotel Pushpa (Berries Group of Hotels),Hotel,3.9
"Near police station, Orchha",Kothi Ghat,Orchha,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Orchha/hn/3893974079634926120/4253270590271538578/na/hq/,hotel raj mandir,Hotel,
"3, Taj Road Sadar Bazar, Agra",Agra Cantt,Agra,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Agra/hn/2049835366479118179/8359771684753115934/na/hq/,Hotel Pawan,Hotel,4.2
"Hotel R.K. Regency ,41, Amaltas - I, Chuna Bhatti,Kolar Main Road, Bhopal",Kolar Road,Bhopal,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Bhopal/hn/1309705427222288830/1989003648758279283/na/hq/,Hotel R. K Regency,Hotel,3.1
"Chota Tengra,Near IIT",other,Kharagpur,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Kharagpur/hn/701501484173468669/6475298774026018607/na/hq/,Hotel Park,Hotel,
Opposite of Railway Junction Town Hall Road 95 West Perumal Maistry Street Madurai 625001,Bypass Road,Madurai,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Madurai/hn/4251640124790308184/202247675030099788/na/hq/,Hotel Pearls,Hotel,
"Opp.Hotel Nandanvan,Nandanvan Road (new Tilak Road),Sukkar Chowk, Ahmednagar ,Maharstra",Sukkar Chowk Nandanvan Road,Ahmadnagar,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Ahmadnagar/hn/759204563582051490/3092952458125490428/na/hq/,Hotel Paradise,Hotel,
"Site 16-17, Sector - 5, Panchkula, Haryana",Sector 5,Panchkula,Haryana,India,2,http://www.goibibo.com/hotels/detail/Panchkula/hn/1918504907582475263/7269227879554915496/na/hq/,HOTEL PALLAVI,Hotel,
"Hotel Park Roots ,infront of park view hotel, haridwar",Shantikunj,Haridwar,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Haridwar/hn/3545728938069300513/8724845437010123986/na/hq/,Hotel Park Roots,Hotel,1
"1/1091-1, Bharathi Nagar, Kochi - Dhanushkodi Road, Ramanathapuram, Tamil Nadu",Ramnad Highway,Rameshwaram,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Rameshwaram/hn/8481142109194274697/2422899185183405903/na/hq/,Hotel Raja Rajeswari Tower (45 Minutes away from Rameshwaram),Hotel,1
"Near railway station,90 / 62,Geetha Hall Road,Behind Cheran Towers,",City Centre - Main Railway Junction,Coimbatore,Tamil Nadu,India,2,http://www.goibibo.com/hotels/detail/Coimbatore/hn/3924148632351062483/3705333462628295836/na/hq/,Hotel Park Plaza,Hotel,3.9
"53, GT Road, Burdwan Ho, Bardhaman - 713101, Near Tinkonia Bus Stand",Bardhaman,Bardhaman,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Bardhaman/hn/5795605636050313306/6643559469457666338/na/hq/,Hotel Preet,Hotel,
"9-2-733/737, Ground Floor, Rezimental Bazar, Station Road, Secunderabad, Telangana 500003",Secunderabad,Hyderabad,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/7706132504662075280/na/hq/,Hotel Panchavati Residency,Hotel,3.6
"S.T Bus Station Road, Opp. Jilla Panchayat Office, Near Sur Mandir Cinema,",Station Road,Bhuj,Gujarat,India,2,http://www.goibibo.com/hotels/detail/Bhuj/hn/4970921134496006292/2176295114757551922/na/hq/,Hotel Raj Mahel,Hotel,3.9
Main Market,Main Town,Mahabaleshwar,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Mahabaleshwar/hn/7813632526399525655/7012385643758229674/na/hq/,Hotel Prity Sangam,Hotel,4.4
"Opp. picture palace,the mall",Picture Palace,Mussoorie,Uttarakhand,India,2,http://www.goibibo.com/hotels/detail/Mussoorie/hn/4206204899126402897/2729461634431059193/na/hq/,Hotel Pik Nik,Hotel,3.1
"D 1, Sunrise Shopping Centre, Drive Cinema Road, Drive In Road, Opposite Drive In Cinema, Near Himalaya Mal",Ring Road,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/2773429217377890830/na/hq/,Hotel Quick Bite,Hotel,
Solan,Chail Market/Near,Chail,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Chail/hn/5381678877017369458/7403755886790239662/na/hq/,Hotel Palace,Hotel,4.3
"Bhagat Singh Chowk, Balaji Plot, Opp HDFC bank, Khamgaon","Bhagat Singh Chowk, Farshi Road",Khamgaon,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Khamgaon/hn/7768304118266225772/7190914881925779051/na/hq/,Hotel Prem residency,Hotel,3.5
"Panch Kund Road,Pushkar",Choti Basti,Pushkar,Rajasthan,India,2,http://www.goibibo.com/hotels/detail/Pushkar/hn/888442746688644020/6588143943567932189/na/hq/,Hotel Pushkar Heritage,Hotel,3.3
vishnu ghat haridwar,Har Ki Pauri,Haridwar,Uttarakhand,India,2,http://www.goibibo.com/hotels/detail/Haridwar/hn/3545728938069300513/5993707081294250212/na/hq/,Hotel raj deluxe,Hotel,3.3
Near Jolly grant Airport,Others,Dehradun,Uttarakhand,India,3,http://www.goibibo.com/hotels/detail/Dehradun/hn/1501602052591489281/8260035181456520797/na/hq/,Hotel Padmini Palace,Hotel,4.1
"Gol Bazaar, Sri Ganganagar land mark (GANDHI CHOWK) NEAR RAILWAY STATION",Sri Ganganagar,Sri Ganganagar,Rajasthan,India,2,http://www.goibibo.com/hotels/detail/Sri Ganganagar/hn/7162158617273735194/7571057054410771048/na/hq/,Hotel Prakash,Hotel,4.5
"204 B, Civil Lines, Station Road, Bareilly, Uttar Pradesh 243001",Civil Lines Area,Bareilly,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Bareilly/hn/5604282523447316015/5497154941129513156/na/hq/,Hotel Pancham Continental,Hotel,4
"4 and 4A, The Nesara Restaurant Building,  Hesaraghatta Main Road, Chikkasandra,  Bangalore - 560090",Tumkur road,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/7164578242002977528/na/hq/,Hotel Raj Vista - Suites &amp; Convention,Hotel,5
"Baliapanda, Near Gurudwara.",Marine Drive,Puri,Orissa,India,2,http://www.goibibo.com/hotels/detail/Puri/hn/762718351731814005/4792930440005113081/na/hq/,Hotel Pampa,Hotel,
"Solapara Road, Opposite Capital Tours, Paltan Bazar, Guwahati - 781008",Paltan Bazar,Guwahati,Assam,India,2,http://www.goibibo.com/hotels/detail/Guwahati/hn/3518826103379012321/6542814389092041546/na/hq/,Hotel Rains Inn,Hotel,4.4
"Sungal, Delhi-Chandigarh-Manali Highway Distt. Bilaspur",Near PWD Rest House - Himachal Pradesh,"Bilaspur,HP",Himachal Pradesh,India,2,"http://www.goibibo.com/hotels/detail/Bilaspur,HP/hn/6607753140926828370/2650776642537320262/na/hq/",Hotel Panchwati,Hotel,1
"#5115, Gali Thanedar Wali,Behind Khoshla cafe, Main Bazar, Pahar Ganj",Paharganj,Delhi,Delhi,India,2,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/7234616779986572931/na/hq/,Hotel Prince Palace Deluxe,Hotel,3.1
"Choti Basti, Pushkar",Choti Basti,Pushkar,Rajasthan,India,4,http://www.goibibo.com/hotels/detail/Pushkar/hn/888442746688644020/3426960529591571131/na/hq/,Hotel Pushkar Palace,Hotel,4.7
"SH144, Sawe Wadi, Latur",Barshi Road,Latur,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Latur/hn/7166151778305093719/1449936111091887162/na/hq/,Hotel Parth Executive,Hotel,2.8
"Bari Basti,Pushkar Rajasthan",Bari Basti,Pushkar,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Pushkar/hn/888442746688644020/9083193100102649022/na/hq/,Hotel Paramount Palace,Hotel,
"City Centre, Civil Lines",ITWARA BAZAR SQUARE,Narsinghpur,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Narsinghpur/hn/8046641548463520216/1307473971051587421/na/hq/,Hotel Pratap Palace,Hotel,
"Opp. Chandralok Bldg., Near Mayo Hospital,Central Avenue",Central Avenue,Nagpur,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Nagpur/hn/9086912262372673635/8652646949139772340/na/hq/,Hotel Rajhans,Hotel,2.9
Solapur Road  Bijapur,Solapur Road,Bijapur,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bijapur/hn/7116969506857242754/5265455705311926234/na/hq/,Hotel Pleasant Stay,Hotel,3.2
"629/3,Deccan Gymkhana,Beside PMT Bus Stop, JM road Pune",Deccan Gymkhana,Pune,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/5509797220552579410/na/hq/,Hotel Poonam,Hotel,
"Motiwala Trade centre, Adjacent to KFC, Nirala Bazar  NEAR - DOMINO'S PIZZA.",Samarth Nagar,Aurangabad,Maharashtra,India,4,http://www.goibibo.com/hotels/detail/Aurangabad/hn/3546476842016126643/3402588833289183690/na/hq/,Hotel Pearls,Hotel,4.3
V/45 Station Road  Hospet. Pin No - 583201 (Dist) Bellary.,Railway Station Road,Hospet,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Hospet/hn/5442236007651488849/9144926933496962116/na/hq/,Hotel Priyadarshini,Hotel,3.3
"Raipur Gate, Raipur, Ramnivas Building, Near Vivekanand College, Ahmedabad, Gujarat 380022",Ellis Bridge Area,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/814576221372517600/na/hq/,Hotel Raamville,Guest House,
"Plot No. 4, 5 AND 6, R.K. Nagar, Before Borkhera Bridge, Baran Road, 324007 Kota, India",Baran Road,Kota,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Kota/hn/5059572075609157517/5719432507242409546/na/hq/,HOTEL RAJ,Hotel,
"Near Fort,  Ring Road, Jaisalmer",Jaisalmer Fort Area,Jaisalmer,Rajasthan,India,2,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/5691369389586036334/na/hq/,Hotel Qutub Villa,Hotel,4.2
"8147,Multani dhanda  Arakashan Road, Pahar Ganj, New Delhi",Paharganj,Delhi,Delhi,India,2,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/5464273844289728985/na/hq/,Hotel Pink Palace,Hotel,2.7
"250 Navi Peth, ,Near Railway Station, Jalgaon Ho, Jalgaon Maharashtra - 425001",Station Road,Jalgaon,Maharashtra,India,1,http://www.goibibo.com/hotels/detail/Jalgaon/hn/3545417915488090660/463504276194212991/na/hq/,Hotel Pathika,Hotel,3.7
Tourist Reception Center (Trc) Nowgam,Others,Srinagar,Jammu and Kashmir,India,0,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/3345746663262112768/na/hq/,Hotel Pine Spring,Hotel,5
"Heeradungri, NTD, Near SSB RP Gate L R Shah Road NTD Almora- 263601",Kasar Devi,Almora,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Almora/hn/2650028913914216165/1237831058734649981/na/hq/,Hotel Raj Rajeshwari,Villa,3.8
"163, RNT Marg, Indore",Tukoganj,Indore,Madhya Pradesh,India,3,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/1433202985956147352/na/hq/,Hotel President,Hotel,3.9
"2nd Floor, Janpath Complex, Nr. Nehru Bridge, Opp. Captial Commerial Centre,",Ellis Bridge Area,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/9198554920907688012/na/hq/,Hotel Rajkamal,Hotel,
5611/18basant road pahargunj nd 110055,Paharganj,Delhi,Delhi,India,2,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/5816504334750430461/na/hq/,hotel rajan guest house,Hotel,
"52-1/8-10F,NTR COLONY,MAIN ROAD","N.T.R. Health University,",Vijayawada,Andhra Pradesh,India,3,http://www.goibibo.com/hotels/detail/Vijayawada/hn/9125341922463979045/7662370568350420651/na/hq/,HOTEL PARK N,Hotel,3.6
"West Sikkim, Geyzing",Middle Pelling,Pelling,Sikkim,India,0,http://www.goibibo.com/hotels/detail/Pelling/hn/8408111575376666666/1150845534084946424/na/hq/,Hotel Pemasonam,Hotel,4
panchgani maharashtra,Main Town,Panchgani,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Panchgani/hn/6630003071254964353/2174837971550842275/na/hq/,Hotel Rahil Plaza,Hotel,
"1st  2nd Floor, H.No 37A, Jai Mata Di Complex, Near Delhi Darbar, New S.N.P Area, Sakchi, Jamshedpur  831001",Sakchi Gurudwara,Jamshedpur,Jharkhand,India,0,http://www.goibibo.com/hotels/detail/Jamshedpur/hn/8399297392482907494/1430687015823077412/na/hq/,The Welcomme Inn,Hotel,5
